window_id	count	hetA	fixed	hetB	hetAB
chr18_16390021_16395096	6	1	3	0	0
chr18_16390021_16395096	4	4	0	1	0
chr18_16390021_16395096	4	2	0	3	1
chr18_16390021_16395096	4	2	0	2	2
chr18_16390021_16395096	4	2	0	1	1
chr18_16390021_16395096	3	0	0	1	1
chr18_16390021_16395096	3	0	0	6	0
chr18_16390021_16395096	3	2	0	4	0
chr18_16390021_16395096	3	5	0	0	1
chr18_16390021_16395096	2	2	0	2	1
chr18_16390021_16395096	2	1	4	1	0
chr18_16390021_16395096	2	1	0	6	0
chr18_16390021_16395096	2	1	0	2	2
chr18_16390021_16395096	2	0	4	1	0
chr18_16390021_16395096	2	4	2	1	0
chr18_16390021_16395096	2	2	0	4	2
chr18_16390021_16395096	2	1	2	2	0
chr18_16390021_16395096	2	3	0	3	0
chr18_16390021_16395096	2	1	0	2	1
chr18_16390021_16395096	1	2	2	1	0
chr18_16390021_16395096	1	2	1	1	1
chr18_16390021_16395096	1	3	2	1	0
chr18_16390021_16395096	1	1	0	4	2
chr18_16390021_16395096	1	2	3	1	0
chr18_16390021_16395096	1	2	0	6	0
chr18_16390021_16395096	1	3	3	1	0
chr18_16390021_16395096	1	2	0	5	1
chr18_16390021_16395096	1	1	0	3	1
chr18_16390021_16395096	1	0	1	4	0
chr18_16390021_16395096	1	1	1	4	0
chr18_16390021_16395096	1	0	3	2	0
chr18_16390021_16395096	1	0	2	4	0
chr18_16390021_16395096	1	2	1	2	0
chr18_16390021_16395096	1	2	1	0	1
chr18_16392067_16395736	823	0	0	0	0
chr18_16392067_16395736	471	0	1	0	0
chr18_16392067_16395736	434	1	0	0	0
chr18_16392067_16395736	417	0	0	1	0
chr18_16392067_16395736	297	1	1	0	0
chr18_16392067_16395736	221	1	0	1	0
chr18_16392067_16395736	162	2	0	0	0
chr18_16392067_16395736	117	0	2	0	0
chr18_16392067_16395736	107	1	2	0	0
chr18_16392067_16395736	99	2	1	0	0
chr18_16392067_16395736	87	0	0	2	0
chr18_16392067_16395736	81	1	0	2	0
chr18_16392067_16395736	75	0	3	0	0
chr18_16392067_16395736	72	2	0	1	0
chr18_16392067_16395736	68	0	1	1	0
chr18_16392067_16395736	65	3	0	0	0
chr18_16392067_16395736	46	1	1	1	0
chr18_16392067_16395736	43	1	0	3	0
chr18_16392067_16395736	35	2	0	2	0
chr18_16392067_16395736	35	0	0	4	1
chr18_16392067_16395736	34	0	0	0	1
chr18_16392067_16395736	33	0	0	5	0
chr18_16392067_16395736	32	3	1	0	0
chr18_16392067_16395736	31	0	0	3	0
chr18_16392067_16395736	30	2	0	3	0
chr18_16392067_16395736	28	0	1	2	0
chr18_16392067_16395736	27	0	4	0	0
chr18_16392067_16395736	25	1	0	0	1
chr18_16392067_16395736	21	4	0	0	0
chr18_16392067_16395736	21	4	1	0	0
chr18_16392067_16395736	20	1	0	6	0
chr18_16392067_16395736	17	0	2	1	0
chr18_16392067_16395736	16	2	0	2	1
chr18_16392067_16395736	15	2	2	0	0
chr18_16392067_16395736	15	0	0	6	0
chr18_16392067_16395736	14	1	4	0	0
chr18_16392067_16395736	14	0	0	4	0
chr18_16392067_16395736	13	3	2	0	0
chr18_16392067_16395736	13	3	0	1	0
chr18_16392067_16395736	12	4	2	0	0
chr18_16392067_16395736	11	0	0	1	1
chr18_16392067_16395736	11	1	0	5	0
chr18_16392067_16395736	10	2	0	0	1
chr18_16392067_16395736	10	2	1	1	0
chr18_16392067_16395736	10	1	2	1	0
chr18_16392067_16395736	10	0	0	2	1
chr18_16392067_16395736	9	0	1	0	1
chr18_16392067_16395736	9	0	2	2	0
chr18_16392067_16395736	9	0	1	3	0
chr18_16392067_16395736	9	1	1	2	0
chr18_16392067_16395736	9	2	3	0	0
chr18_16392067_16395736	9	3	0	3	0
chr18_16392067_16395736	7	1	1	0	1
chr18_16392067_16395736	7	0	3	1	0
chr18_16392067_16395736	7	3	3	0	0
chr18_16392067_16395736	7	6	0	0	0
chr18_16392067_16395736	7	1	3	0	0
chr18_16392067_16395736	7	0	0	5	1
chr18_16392067_16395736	7	0	0	3	2
chr18_16392067_16395736	7	1	0	3	2
chr18_16392067_16395736	7	0	0	4	2
chr18_16392067_16395736	7	1	0	4	1
chr18_16392067_16395736	7	4	0	3	0
chr18_16392067_16395736	7	6	0	3	0
chr18_16392067_16395736	6	1	0	1	1
chr18_16392067_16395736	6	1	0	4	0
chr18_16392067_16395736	4	2	0	3	1
chr18_16392067_16395736	4	2	0	2	2
chr18_16392067_16395736	4	2	0	1	1
chr18_16392067_16395736	3	2	0	4	0
chr18_16392067_16395736	3	3	0	2	0
chr18_16392067_16395736	3	5	0	0	1
chr18_16392067_16395736	3	1	0	2	1
chr18_16392067_16395736	2	1	4	1	0
chr18_16392067_16395736	2	1	0	2	2
chr18_16392067_16395736	2	2	0	6	0
chr18_16392067_16395736	2	0	4	1	0
chr18_16392067_16395736	2	4	2	1	0
chr18_16392067_16395736	2	2	0	4	2
chr18_16392067_16395736	2	1	2	2	0
chr18_16392067_16395736	2	1	5	0	0
chr18_16392067_16395736	1	2	1	1	1
chr18_16392067_16395736	1	3	2	1	0
chr18_16392067_16395736	1	1	0	4	2
chr18_16392067_16395736	1	2	3	1	0
chr18_16392067_16395736	1	3	3	1	0
chr18_16392067_16395736	1	2	0	5	1
chr18_16392067_16395736	1	1	0	3	1
chr18_16392067_16395736	1	0	1	4	0
chr18_16392067_16395736	1	1	1	4	0
chr18_16392067_16395736	1	0	3	2	0
chr18_16392067_16395736	1	0	2	4	0
chr18_16392067_16395736	1	2	1	2	0
chr18_16392067_16395736	1	2	1	0	1
chr18_16392067_16395736	1	2	0	1	2
chr18_16392067_16395736	1	3	0	1	2
chr18_16392067_16395736	1	5	0	0	0
chr18_16392067_16395736	1	1	1	3	0
chr18_16392067_16395736	1	1	0	1	2
chr18_16392067_16395736	1	2	4	0	0
chr18_16392067_16395736	1	3	0	2	1
chr18_16392067_16395736	1	0	5	0	0
chr18_16392067_16395736	1	2	1	3	0
chr18_16392067_16395736	1	4	0	1	0
chr18_16392067_16395736	1	6	0	1	0
chr18_16392067_16395736	1	6	1	0	0
chr18_16392067_16395736	1	2	0	5	0
chr18_16393049_16396821	774	0	0	0	0
chr18_16393049_16396821	448	0	0	1	0
chr18_16393049_16396821	440	0	1	0	0
chr18_16393049_16396821	413	1	0	0	0
chr18_16393049_16396821	210	1	1	0	0
chr18_16393049_16396821	201	1	0	1	0
chr18_16393049_16396821	195	0	0	2	0
chr18_16393049_16396821	147	2	0	0	0
chr18_16393049_16396821	114	1	0	2	0
chr18_16393049_16396821	99	0	2	0	0
chr18_16393049_16396821	83	1	2	0	0
chr18_16393049_16396821	72	2	0	1	0
chr18_16393049_16396821	72	1	0	3	0
chr18_16393049_16396821	64	2	1	0	0
chr18_16393049_16396821	64	0	0	4	0
chr18_16393049_16396821	63	0	0	3	0
chr18_16393049_16396821	62	0	1	1	0
chr18_16393049_16396821	56	0	3	0	0
chr18_16393049_16396821	50	0	0	0	1
chr18_16393049_16396821	42	3	0	0	0
chr18_16393049_16396821	37	0	1	2	0
chr18_16393049_16396821	35	0	0	4	1
chr18_16393049_16396821	33	1	1	1	0
chr18_16393049_16396821	33	0	0	5	0
chr18_16393049_16396821	30	1	0	4	0
chr18_16393049_16396821	30	2	0	3	0
chr18_16393049_16396821	29	0	0	1	1
chr18_16393049_16396821	25	1	0	0	1
chr18_16393049_16396821	25	2	0	2	0
chr18_16393049_16396821	23	0	4	0	0
chr18_16393049_16396821	21	0	1	3	0
chr18_16393049_16396821	20	1	0	6	0
chr18_16393049_16396821	17	1	0	2	1
chr18_16393049_16396821	16	0	2	1	0
chr18_16393049_16396821	15	0	0	6	0
chr18_16393049_16396821	14	1	4	0	0
chr18_16393049_16396821	14	3	1	0	0
chr18_16393049_16396821	14	2	0	2	1
chr18_16393049_16396821	13	1	1	2	0
chr18_16393049_16396821	13	3	0	1	0
chr18_16393049_16396821	12	4	2	0	0
chr18_16393049_16396821	11	1	3	0	0
chr18_16393049_16396821	11	1	0	5	0
chr18_16393049_16396821	10	3	0	2	0
chr18_16393049_16396821	10	1	2	1	0
chr18_16393049_16396821	10	0	0	2	1
chr18_16393049_16396821	10	2	2	0	0
chr18_16393049_16396821	9	2	3	0	0
chr18_16393049_16396821	9	2	1	1	0
chr18_16393049_16396821	9	3	0	3	0
chr18_16393049_16396821	7	3	2	0	0
chr18_16393049_16396821	7	2	0	4	0
chr18_16393049_16396821	7	3	3	0	0
chr18_16393049_16396821	7	6	0	0	0
chr18_16393049_16396821	7	0	0	5	1
chr18_16393049_16396821	7	0	0	3	2
chr18_16393049_16396821	7	1	0	3	2
chr18_16393049_16396821	7	0	0	4	2
chr18_16393049_16396821	7	1	0	4	1
chr18_16393049_16396821	7	4	0	3	0
chr18_16393049_16396821	7	6	0	3	0
chr18_16393049_16396821	6	1	0	1	1
chr18_16393049_16396821	6	0	3	1	0
chr18_16393049_16396821	6	0	2	2	0
chr18_16393049_16396821	4	2	0	3	1
chr18_16393049_16396821	4	2	0	2	2
chr18_16393049_16396821	4	2	0	1	1
chr18_16393049_16396821	3	1	0	3	1
chr18_16393049_16396821	3	0	1	4	0
chr18_16393049_16396821	3	5	0	0	1
chr18_16393049_16396821	3	2	0	0	1
chr18_16393049_16396821	2	1	4	1	0
chr18_16393049_16396821	2	1	0	2	2
chr18_16393049_16396821	2	2	0	6	0
chr18_16393049_16396821	2	0	4	1	0
chr18_16393049_16396821	2	4	2	1	0
chr18_16393049_16396821	2	2	0	4	2
chr18_16393049_16396821	2	1	2	2	0
chr18_16393049_16396821	2	1	5	0	0
chr18_16393049_16396821	2	1	1	3	0
chr18_16393049_16396821	2	4	1	0	0
chr18_16393049_16396821	2	1	0	0	2
chr18_16393049_16396821	1	3	2	1	0
chr18_16393049_16396821	1	1	0	4	2
chr18_16393049_16396821	1	2	3	1	0
chr18_16393049_16396821	1	3	3	1	0
chr18_16393049_16396821	1	2	0	5	1
chr18_16393049_16396821	1	1	1	4	0
chr18_16393049_16396821	1	0	3	2	0
chr18_16393049_16396821	1	0	2	4	0
chr18_16393049_16396821	1	2	1	2	0
chr18_16393049_16396821	1	1	1	0	1
chr18_16393049_16396821	1	2	1	0	1
chr18_16393049_16396821	1	2	0	1	2
chr18_16393049_16396821	1	4	0	0	0
chr18_16393049_16396821	1	3	0	1	2
chr18_16393049_16396821	1	5	0	0	0
chr18_16393049_16396821	1	1	0	1	2
chr18_16393049_16396821	1	2	4	0	0
chr18_16393049_16396821	1	3	0	2	1
chr18_16393049_16396821	1	0	5	0	0
chr18_16393049_16396821	1	2	1	3	0
chr18_16393049_16396821	1	4	0	1	0
chr18_16393049_16396821	1	6	0	1	0
chr18_16393049_16396821	1	6	1	0	0
chr18_16393049_16396821	1	2	0	5	0
chr18_16393689_16397461	877	0	0	0	0
chr18_16393689_16397461	432	1	0	0	0
chr18_16393689_16397461	405	0	0	1	0
chr18_16393689_16397461	307	0	1	0	0
chr18_16393689_16397461	246	1	0	1	0
chr18_16393689_16397461	195	0	0	2	0
chr18_16393689_16397461	184	1	1	0	0
chr18_16393689_16397461	145	2	0	0	0
chr18_16393689_16397461	121	1	0	2	0
chr18_16393689_16397461	120	1	0	3	0
chr18_16393689_16397461	111	0	2	0	0
chr18_16393689_16397461	96	2	0	1	0
chr18_16393689_16397461	91	0	0	3	0
chr18_16393689_16397461	77	0	1	1	0
chr18_16393689_16397461	73	2	1	0	0
chr18_16393689_16397461	61	1	2	0	0
chr18_16393689_16397461	59	0	0	4	0
chr18_16393689_16397461	50	3	0	0	0
chr18_16393689_16397461	43	2	0	3	0
chr18_16393689_16397461	40	0	3	0	0
chr18_16393689_16397461	40	0	0	0	1
chr18_16393689_16397461	35	0	0	4	1
chr18_16393689_16397461	34	1	1	1	0
chr18_16393689_16397461	34	0	1	3	0
chr18_16393689_16397461	33	0	0	5	0
chr18_16393689_16397461	33	2	0	2	1
chr18_16393689_16397461	30	1	0	1	1
chr18_16393689_16397461	28	0	0	1	1
chr18_16393689_16397461	27	2	0	2	0
chr18_16393689_16397461	27	0	1	2	0
chr18_16393689_16397461	27	1	0	4	0
chr18_16393689_16397461	20	3	1	0	0
chr18_16393689_16397461	18	1	0	6	0
chr18_16393689_16397461	17	1	0	2	1
chr18_16393689_16397461	16	0	2	1	0
chr18_16393689_16397461	15	1	0	0	1
chr18_16393689_16397461	13	3	0	1	0
chr18_16393689_16397461	13	2	2	0	0
chr18_16393689_16397461	12	0	0	6	0
chr18_16393689_16397461	11	1	3	0	0
chr18_16393689_16397461	11	1	0	5	0
chr18_16393689_16397461	11	0	4	0	0
chr18_16393689_16397461	10	3	0	2	0
chr18_16393689_16397461	10	1	1	2	0
chr18_16393689_16397461	10	1	2	1	0
chr18_16393689_16397461	10	0	0	2	1
chr18_16393689_16397461	9	2	1	1	0
chr18_16393689_16397461	9	3	0	3	0
chr18_16393689_16397461	8	2	1	3	0
chr18_16393689_16397461	7	2	0	4	0
chr18_16393689_16397461	7	6	0	0	0
chr18_16393689_16397461	7	0	0	5	1
chr18_16393689_16397461	7	0	0	3	2
chr18_16393689_16397461	7	1	0	3	2
chr18_16393689_16397461	7	0	0	4	2
chr18_16393689_16397461	7	1	0	4	1
chr18_16393689_16397461	7	4	0	3	0
chr18_16393689_16397461	7	6	0	3	0
chr18_16393689_16397461	6	0	2	2	0
chr18_16393689_16397461	6	4	0	2	1
chr18_16393689_16397461	5	2	0	3	1
chr18_16393689_16397461	5	0	3	1	0
chr18_16393689_16397461	4	0	1	4	0
chr18_16393689_16397461	4	2	0	1	1
chr18_16393689_16397461	4	2	3	0	0
chr18_16393689_16397461	3	1	0	3	1
chr18_16393689_16397461	3	5	0	0	1
chr18_16393689_16397461	3	2	0	0	1
chr18_16393689_16397461	2	1	2	2	0
chr18_16393689_16397461	2	1	4	0	0
chr18_16393689_16397461	2	1	5	0	0
chr18_16393689_16397461	2	1	1	3	0
chr18_16393689_16397461	2	4	1	0	0
chr18_16393689_16397461	2	1	0	0	2
chr18_16393689_16397461	2	5	1	0	0
chr18_16393689_16397461	1	1	1	4	0
chr18_16393689_16397461	1	0	3	2	0
chr18_16393689_16397461	1	0	2	4	0
chr18_16393689_16397461	1	2	1	2	0
chr18_16393689_16397461	1	1	1	0	1
chr18_16393689_16397461	1	2	1	0	1
chr18_16393689_16397461	1	2	0	1	2
chr18_16393689_16397461	1	4	0	0	0
chr18_16393689_16397461	1	3	0	1	2
chr18_16393689_16397461	1	5	0	0	0
chr18_16393689_16397461	1	3	3	0	0
chr18_16393689_16397461	1	1	0	1	2
chr18_16393689_16397461	1	2	4	0	0
chr18_16393689_16397461	1	3	0	2	1
chr18_16393689_16397461	1	0	5	0	0
chr18_16393689_16397461	1	4	0	1	0
chr18_16393689_16397461	1	6	0	1	0
chr18_16393689_16397461	1	6	1	0	0
chr18_16393689_16397461	1	2	0	6	0
chr18_16393689_16397461	1	2	0	5	0
chr18_16393689_16397461	1	3	2	0	0
chr18_16393689_16397461	1	2	1	4	0
chr18_16393689_16397461	1	4	0	3	1
chr18_16393689_16397461	1	3	0	1	1
chr18_16394329_16398101	840	0	0	0	0
chr18_16394329_16398101	410	1	0	0	0
chr18_16394329_16398101	344	0	0	1	0
chr18_16394329_16398101	278	0	1	0	0
chr18_16394329_16398101	211	1	0	1	0
chr18_16394329_16398101	176	0	0	2	0
chr18_16394329_16398101	160	1	1	0	0
chr18_16394329_16398101	155	2	0	0	0
chr18_16394329_16398101	153	1	0	3	0
chr18_16394329_16398101	132	0	0	3	0
chr18_16394329_16398101	124	0	2	0	0
chr18_16394329_16398101	111	1	0	2	0
chr18_16394329_16398101	105	2	0	1	0
chr18_16394329_16398101	82	3	0	0	0
chr18_16394329_16398101	81	2	1	0	0
chr18_16394329_16398101	80	0	1	1	0
chr18_16394329_16398101	66	1	2	0	0
chr18_16394329_16398101	58	0	0	4	0
chr18_16394329_16398101	48	1	1	1	0
chr18_16394329_16398101	43	0	3	0	0
chr18_16394329_16398101	43	2	0	3	0
chr18_16394329_16398101	40	0	0	0	1
chr18_16394329_16398101	36	1	0	1	1
chr18_16394329_16398101	35	0	0	4	1
chr18_16394329_16398101	35	2	0	2	1
chr18_16394329_16398101	34	0	1	2	0
chr18_16394329_16398101	33	0	1	3	0
chr18_16394329_16398101	33	0	0	5	0
chr18_16394329_16398101	29	0	0	1	1
chr18_16394329_16398101	25	1	0	4	0
chr18_16394329_16398101	22	3	1	0	0
chr18_16394329_16398101	21	1	0	2	1
chr18_16394329_16398101	20	2	0	2	0
chr18_16394329_16398101	18	1	0	0	1
chr18_16394329_16398101	18	1	0	6	0
chr18_16394329_16398101	15	1	3	0	0
chr18_16394329_16398101	14	2	2	0	0
chr18_16394329_16398101	14	3	0	1	0
chr18_16394329_16398101	12	0	0	6	0
chr18_16394329_16398101	12	0	4	0	0
chr18_16394329_16398101	12	3	2	0	0
chr18_16394329_16398101	11	0	0	2	1
chr18_16394329_16398101	11	1	0	5	0
chr18_16394329_16398101	11	2	0	0	1
chr18_16394329_16398101	9	3	0	3	0
chr18_16394329_16398101	9	5	1	0	0
chr18_16394329_16398101	8	2	1	3	0
chr18_16394329_16398101	8	6	1	0	0
chr18_16394329_16398101	8	1	0	0	2
chr18_16394329_16398101	8	4	0	2	1
chr18_16394329_16398101	7	1	1	2	0
chr18_16394329_16398101	7	0	0	5	1
chr18_16394329_16398101	7	0	0	3	2
chr18_16394329_16398101	7	1	0	3	2
chr18_16394329_16398101	7	0	0	4	2
chr18_16394329_16398101	7	1	0	4	1
chr18_16394329_16398101	7	4	0	3	0
chr18_16394329_16398101	7	6	0	3	0
chr18_16394329_16398101	7	3	0	2	0
chr18_16394329_16398101	6	2	1	1	0
chr18_16394329_16398101	6	0	2	1	0
chr18_16394329_16398101	6	2	0	4	0
chr18_16394329_16398101	5	4	0	0	0
chr18_16394329_16398101	5	3	0	0	1
chr18_16394329_16398101	5	3	1	1	0
chr18_16394329_16398101	4	2	3	0	0
chr18_16394329_16398101	3	1	0	1	2
chr18_16394329_16398101	3	0	1	4	0
chr18_16394329_16398101	3	2	0	3	1
chr18_16394329_16398101	3	2	0	1	1
chr18_16394329_16398101	3	1	2	1	0
chr18_16394329_16398101	2	1	4	0	0
chr18_16394329_16398101	2	1	5	0	0
chr18_16394329_16398101	2	1	1	3	0
chr18_16394329_16398101	2	4	1	0	0
chr18_16394329_16398101	2	1	0	3	1
chr18_16394329_16398101	2	0	0	0	3
chr18_16394329_16398101	2	5	0	2	1
chr18_16394329_16398101	1	2	0	1	2
chr18_16394329_16398101	1	3	0	1	2
chr18_16394329_16398101	1	5	0	0	0
chr18_16394329_16398101	1	3	3	0	0
chr18_16394329_16398101	1	2	4	0	0
chr18_16394329_16398101	1	3	0	2	1
chr18_16394329_16398101	1	0	5	0	0
chr18_16394329_16398101	1	4	0	1	0
chr18_16394329_16398101	1	6	0	1	0
chr18_16394329_16398101	1	2	0	6	0
chr18_16394329_16398101	1	2	0	5	0
chr18_16394329_16398101	1	2	1	4	0
chr18_16394329_16398101	1	4	0	3	1
chr18_16394329_16398101	1	3	0	1	1
chr18_16394329_16398101	1	0	1	1	1
chr18_16394329_16398101	1	2	0	0	2
chr18_16394329_16398101	1	2	1	1	1
chr18_16394329_16398101	1	0	0	1	2
chr18_16395096_16398939	833	0	0	0	0
chr18_16395096_16398939	462	1	0	0	0
chr18_16395096_16398939	327	0	1	0	0
chr18_16395096_16398939	247	0	0	1	0
chr18_16395096_16398939	173	0	2	0	0
chr18_16395096_16398939	165	0	0	2	0
chr18_16395096_16398939	163	1	1	0	0
chr18_16395096_16398939	154	2	0	0	0
chr18_16395096_16398939	149	1	0	1	0
chr18_16395096_16398939	147	1	0	3	0
chr18_16395096_16398939	128	0	0	3	0
chr18_16395096_16398939	93	1	0	2	0
chr18_16395096_16398939	79	1	2	0	0
chr18_16395096_16398939	73	3	0	0	0
chr18_16395096_16398939	68	2	0	1	0
chr18_16395096_16398939	60	2	1	0	0
chr18_16395096_16398939	58	0	0	4	0
chr18_16395096_16398939	51	0	2	1	0
chr18_16395096_16398939	48	0	1	1	0
chr18_16395096_16398939	43	2	0	3	0
chr18_16395096_16398939	40	0	0	0	1
chr18_16395096_16398939	39	0	3	0	0
chr18_16395096_16398939	35	0	0	4	1
chr18_16395096_16398939	35	2	0	2	1
chr18_16395096_16398939	34	1	1	1	0
chr18_16395096_16398939	34	1	0	1	1
chr18_16395096_16398939	33	0	0	5	0
chr18_16395096_16398939	33	0	1	2	0
chr18_16395096_16398939	31	0	1	3	0
chr18_16395096_16398939	30	1	2	1	0
chr18_16395096_16398939	29	0	0	1	1
chr18_16395096_16398939	25	1	0	4	0
chr18_16395096_16398939	24	0	4	0	0
chr18_16395096_16398939	22	3	1	0	0
chr18_16395096_16398939	19	1	0	2	1
chr18_16395096_16398939	19	1	3	0	0
chr18_16395096_16398939	18	1	0	6	0
chr18_16395096_16398939	16	2	2	0	0
chr18_16395096_16398939	16	1	0	0	1
chr18_16395096_16398939	14	3	0	1	0
chr18_16395096_16398939	12	2	0	2	0
chr18_16395096_16398939	12	0	0	6	0
chr18_16395096_16398939	12	3	2	0	0
chr18_16395096_16398939	11	1	0	5	0
chr18_16395096_16398939	11	2	0	0	1
chr18_16395096_16398939	9	3	0	3	0
chr18_16395096_16398939	9	1	1	2	0
chr18_16395096_16398939	9	5	1	0	0
chr18_16395096_16398939	8	2	1	3	0
chr18_16395096_16398939	8	6	1	0	0
chr18_16395096_16398939	8	1	0	0	2
chr18_16395096_16398939	8	4	0	2	1
chr18_16395096_16398939	7	0	0	5	1
chr18_16395096_16398939	7	0	0	3	2
chr18_16395096_16398939	7	2	3	0	0
chr18_16395096_16398939	7	1	0	3	2
chr18_16395096_16398939	7	0	0	4	2
chr18_16395096_16398939	7	1	0	4	1
chr18_16395096_16398939	7	4	0	3	0
chr18_16395096_16398939	7	6	0	3	0
chr18_16395096_16398939	7	3	0	2	0
chr18_16395096_16398939	6	2	0	4	0
chr18_16395096_16398939	6	2	2	1	0
chr18_16395096_16398939	5	1	4	0	0
chr18_16395096_16398939	5	4	0	0	0
chr18_16395096_16398939	5	3	0	0	1
chr18_16395096_16398939	5	3	1	1	0
chr18_16395096_16398939	5	0	0	2	1
chr18_16395096_16398939	4	0	2	3	0
chr18_16395096_16398939	4	0	2	2	0
chr18_16395096_16398939	3	2	1	1	0
chr18_16395096_16398939	3	1	0	1	2
chr18_16395096_16398939	3	0	1	4	0
chr18_16395096_16398939	3	2	0	3	1
chr18_16395096_16398939	3	2	0	1	1
chr18_16395096_16398939	2	1	5	0	0
chr18_16395096_16398939	2	1	1	3	0
chr18_16395096_16398939	2	4	1	0	0
chr18_16395096_16398939	2	1	0	3	1
chr18_16395096_16398939	2	0	0	0	3
chr18_16395096_16398939	2	5	0	2	1
chr18_16395096_16398939	2	1	2	2	0
chr18_16395096_16398939	1	2	0	1	2
chr18_16395096_16398939	1	3	0	1	2
chr18_16395096_16398939	1	5	0	0	0
chr18_16395096_16398939	1	3	3	0	0
chr18_16395096_16398939	1	2	4	0	0
chr18_16395096_16398939	1	3	0	2	1
chr18_16395096_16398939	1	0	5	0	0
chr18_16395096_16398939	1	4	0	1	0
chr18_16395096_16398939	1	6	0	1	0
chr18_16395096_16398939	1	2	0	6	0
chr18_16395096_16398939	1	2	0	5	0
chr18_16395096_16398939	1	2	1	4	0
chr18_16395096_16398939	1	4	0	3	1
chr18_16395096_16398939	1	3	0	1	1
chr18_16395096_16398939	1	0	1	1	1
chr18_16395096_16398939	1	2	0	0	2
chr18_16395096_16398939	1	2	1	1	1
chr18_16395096_16398939	1	0	0	1	2
chr18_16395096_16398939	1	1	2	3	0
chr18_16395736_16399579	967	0	0	0	0
chr18_16395736_16399579	429	1	0	0	0
chr18_16395736_16399579	428	0	1	0	0
chr18_16395736_16399579	240	0	2	0	0
chr18_16395736_16399579	199	1	1	0	0
chr18_16395736_16399579	153	2	0	0	0
chr18_16395736_16399579	152	0	0	2	0
chr18_16395736_16399579	126	0	0	1	0
chr18_16395736_16399579	118	1	0	3	0
chr18_16395736_16399579	115	1	0	1	0
chr18_16395736_16399579	111	0	0	3	0
chr18_16395736_16399579	94	1	2	0	0
chr18_16395736_16399579	92	2	1	0	0
chr18_16395736_16399579	88	1	0	2	0
chr18_16395736_16399579	70	3	0	0	0
chr18_16395736_16399579	69	0	1	1	0
chr18_16395736_16399579	64	2	0	1	0
chr18_16395736_16399579	59	0	2	1	0
chr18_16395736_16399579	51	0	0	4	0
chr18_16395736_16399579	38	0	3	0	0
chr18_16395736_16399579	36	1	1	1	0
chr18_16395736_16399579	34	1	0	1	1
chr18_16395736_16399579	33	0	1	2	0
chr18_16395736_16399579	32	1	2	1	0
chr18_16395736_16399579	30	0	1	3	0
chr18_16395736_16399579	30	3	1	0	0
chr18_16395736_16399579	25	1	0	4	0
chr18_16395736_16399579	24	0	4	0	0
chr18_16395736_16399579	21	0	0	1	1
chr18_16395736_16399579	21	2	0	2	1
chr18_16395736_16399579	20	0	0	0	1
chr18_16395736_16399579	18	1	0	2	1
chr18_16395736_16399579	18	1	3	0	0
chr18_16395736_16399579	15	0	1	0	1
chr18_16395736_16399579	13	2	0	3	0
chr18_16395736_16399579	13	3	0	1	0
chr18_16395736_16399579	12	3	2	0	0
chr18_16395736_16399579	12	2	2	0	0
chr18_16395736_16399579	9	1	1	2	0
chr18_16395736_16399579	9	2	0	0	1
chr18_16395736_16399579	9	5	1	0	0
chr18_16395736_16399579	8	1	0	0	2
chr18_16395736_16399579	8	4	0	2	1
chr18_16395736_16399579	7	3	0	2	0
chr18_16395736_16399579	7	2	1	3	0
chr18_16395736_16399579	7	6	1	0	0
chr18_16395736_16399579	6	2	0	4	0
chr18_16395736_16399579	6	3	1	1	0
chr18_16395736_16399579	6	2	2	1	0
chr18_16395736_16399579	5	2	0	2	0
chr18_16395736_16399579	5	3	0	0	1
chr18_16395736_16399579	5	0	0	2	1
chr18_16395736_16399579	4	2	3	0	0
chr18_16395736_16399579	4	4	0	0	0
chr18_16395736_16399579	4	1	0	0	1
chr18_16395736_16399579	4	0	2	3	0
chr18_16395736_16399579	4	0	2	2	0
chr18_16395736_16399579	3	0	1	4	0
chr18_16395736_16399579	3	2	0	3	1
chr18_16395736_16399579	3	2	0	1	1
chr18_16395736_16399579	3	1	4	0	0
chr18_16395736_16399579	2	1	0	3	1
chr18_16395736_16399579	2	0	0	0	3
chr18_16395736_16399579	2	1	0	1	2
chr18_16395736_16399579	2	5	0	2	1
chr18_16395736_16399579	2	3	0	3	0
chr18_16395736_16399579	2	1	2	2	0
chr18_16395736_16399579	2	2	1	1	0
chr18_16395736_16399579	1	1	1	3	0
chr18_16395736_16399579	1	2	1	4	0
chr18_16395736_16399579	1	4	0	3	1
chr18_16395736_16399579	1	3	0	1	1
chr18_16395736_16399579	1	0	1	1	1
chr18_16395736_16399579	1	2	0	0	2
chr18_16395736_16399579	1	2	1	1	1
chr18_16395736_16399579	1	0	0	1	2
chr18_16395736_16399579	1	1	2	3	0
chr18_16396821_16400219	1314	0	0	0	0
chr18_16396821_16400219	570	0	1	0	0
chr18_16396821_16400219	491	1	0	0	0
chr18_16396821_16400219	255	0	2	0	0
chr18_16396821_16400219	209	1	1	0	0
chr18_16396821_16400219	167	2	0	0	0
chr18_16396821_16400219	118	1	2	0	0
chr18_16396821_16400219	117	0	0	1	0
chr18_16396821_16400219	113	1	0	1	0
chr18_16396821_16400219	89	2	1	0	0
chr18_16396821_16400219	87	1	0	3	0
chr18_16396821_16400219	73	0	0	3	0
chr18_16396821_16400219	73	3	0	0	0
chr18_16396821_16400219	68	0	1	1	0
chr18_16396821_16400219	64	2	0	1	0
